3726,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114534.txt,0.1151281666,0.2337325141,0.0108799033,0.0115425904,0.0272569018,0.0185534847,0.0084286426,0.0091260926,0.0103143716,0.0089845066,0.4819683366,0.0135419564,0.0054470346,0.0094694073,0.0036217615,0.0031147005,0.0068508362,0.0127287682,0.0086132558,0.0006967686
3874,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114535.txt,0.0893868914,0.1069434018,0.0084472876,0.0089618058,0.0211625859,0.0144051483,0.0065440993,0.0070856079,0.008008202,0.0069756789,0.5977939944,0.0105141376,0.0042291431,0.0073521616,0.0028119791,0.0024182909,0.0798484012,0.0098827685,0.0066874353,0.0005409795
3864,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114536.txt,0.0056286206,0.0687489091,0.0032001602,0.0316296803,0.5444746213,0.0054572289,0.0024791586,0.0026843031,0.0030338175,0.1155810604,0.0570599464,0.0039831631,0.0016021634,0.002785284,0.0010652868,0.0009161424,0.0020150706,0.1449169794,0.0025334599,0.000204944
3746,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114537.txt,0.0046997514,0.4817563368,0.0026720503,0.0028348029,0.4310469509,0.0281317988,0.0020700328,0.0022413231,0.0025331585,0.0022065502,0.0004932567,0.0033258373,0.0013377647,0.0259007945,0.0008894867,0.000764955,0.0016825314,0.0031261223,0.0021153729,0.0001711229
3879,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114538.txt,0.0832784236,0.3757377051,0.0029502618,0.0291597395,0.3978378408,0.0570906363,0.0022855628,0.0024746877,0.0027969087,0.0024362943,0.0005446142,0.0036721205,0.0275068309,0.002567783,0.0009820992,0.0008446014,0.0018577151,0.0034516114,0.0023356237,0.0001889401
3851,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114539.txt,0.0056286206,0.5769717213,0.0032001602,0.0316296803,0.2903632151,0.0054572289,0.0307137593,0.0026843031,0.0030338175,0.0026426577,0.0005907451,0.0322177638,0.0016021634,0.002785284,0.0010652868,0.0009161424,0.0020150706,0.003743976,0.0025334599,0.000204944
3812,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114540.txt,0.032933361,0.2316169024,0.003112286,0.0307611515,0.6393609236,0.0053073772,0.0024110827,0.002610594,0.002950511,0.0025700922,0.0005745236,0.0038737883,0.0015581691,0.002708802,0.0010360347,0.0008909857,0.0019597382,0.0311004674,0.0024638928,0.0001993164
3772,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114541.txt,0.0990003716,0.175279321,0.0026720503,0.026409958,0.4546221059,0.0045566438,0.0020700328,0.0022413231,0.1675592439,0.0022065502,0.0004932567,0.0033258373,0.0013377647,0.0494759496,0.0008894867,0.000764955,0.0016825314,0.0031261223,0.0021153729,0.0001711229
3753,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114542.txt,0.0041173486,0.5046708025,0.0643019454,0.0024835084,0.2124013429,0.08660667,0.0018135101,0.1052319422,0.0022192443,0.00193311,0.0004321313,0.0029136927,0.0011719861,0.0020374415,0.0007792596,0.0006701602,0.0014740287,0.0027387269,0.0018532316,0.000149917
3820,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114543.txt,0.0049323114,0.2581779569,0.0028042726,0.0524585499,0.4771183858,0.0047821223,0.0021724652,0.0023522315,0.002658508,0.002315738,0.0500011359,0.1271990891,0.0014039619,0.0024407202,0.0009335015,0.0008028076,0.0017657889,0.0032808137,0.0022200489,0.0001795907
3847,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114544.txt,0.0042041804,0.4731354401,0.0234795367,0.0025358837,0.2379699707,0.0884331392,0.0018517557,0.0441834722,0.0022660465,0.0019738779,0.0004412447,0.0029751403,0.0011967024,0.0020804096,0.0007956936,0.0006842934,0.0015051148,0.1082427049,0.0018923148,0.0001530786
3839,file:/home/jaume/apps/Mallet/Diaries-superclean-text/100275/114545.txt,0.026407242,0.4058986554,0.1786389667,0.0026475535,0.3365208893,0.0042556602,0.0019332993,0.0020932752,0.0023658338,0.0020607993,0.0004606752,0.0031061532,0.0012494002,0.0021720222,0.0008307327,0.0007144268,0.0015713938,0.0029196301,0.0239935715,0.0001598196
