"","V1","V2"
"9074",94,0.3295081206
"9075",95,0.3524175029
"9076",89,0.2638908485
"9077",56,0.3684084253
"9078",48,0.2355082613
"9079",54,0.2431390146
"9080",57,0.1929207311
"9081",54,0.180384636
"9082",76,0.3477936072
"9083",95,0.241951783
"9084",66,0.2632828617
"9085",74,0.3907645557
"9086",89,0.2679022269
"9087",78,0.1611781262
"9088",54,0.3870992389
"9089",54,0.2753428872
"9090",99,0.412528761
"9091",48,0.2390201518
"9092",54,0.3721074302
"9093",54,0.444383875
"9094",57,0.5795579774
"9095",27,0.1763793736
"9096",66,0.5378382851
"9097",79,0.3185075088
"9098",68,0.165514522
"9099",72,0.3402379418
"9100",68,0.2830894048
"9101",68,0.287724694
"9102",71,0.3852923785
"9103",86,0.2204244673
"9104",68,0.4099623163
"9105",48,0.2836083039
"9106",68,0.3343482065
"9107",86,0.3810871539
"9108",64,0.4063919172
"9109",68,0.3927875353
"9110",68,0.4188263438
"9111",71,0.2707282725
"9112",45,0.1929765364
"9113",72,0.4916525112
"9114",72,0.2869813714
"9115",68,0.5730057305
"9116",64,0.3588985639
"9117",68,0.6746279908
"9118",72,0.535954485
"9119",68,0.2603695313
"9120",27,0.6269352041
"9121",41,0.2484965498
"9122",64,0.5221516192
"9123",68,0.6916198278
"9124",64,0.2555896584
"9125",90,0.4259734021
"9126",71,0.3163497294
"9127",68,0.3998053578
"9128",86,0.3300214163
"9129",90,0.1520777725
"9130",68,0.3046887588
"9131",6,0.4074715798
"9132",9,0.3125695025
"9133",81,0.2413112478
"9134",70,0.364387346
"9135",68,0.3996176525
"9136",71,0.2426728106
"9137",61,0.2915885511
"9138",71,0.5264099544
"9139",72,0.2698759013
"9140",45,0.3300302835
"9141",57,0.5795579774
"9142",73,0.1619885498
"9143",68,0.4114038598
"9144",5,0.301802874
"9145",72,0.2167301719
"9146",56,0.2471567732
"9147",61,0.3274516887
"9148",68,0.4114038598
"9149",21,0.2079386204
"9150",64,0.2816596136
"9151",74,0.3320513129
"9152",72,0.2369659213
"9153",6,0.3668343604
"9154",68,0.6943625388
"9155",90,0.2769319246
"9156",68,0.3554436188
"9157",66,0.4134711287
"9158",27,0.2904525655
"9159",64,0.421743402
"9160",68,0.2187706848
"9161",51,0.4312847357
"9162",86,0.3296962334
"9163",90,0.2035347758
"9164",9,0.2759183309
"9165",89,0.3182434087
"9166",9,0.2634948367
"9167",27,0.2472044814
"9168",68,0.2592029191
"9169",5,0.3800393316
"9170",86,0.2406142017
"9171",86,0.3002190115
"9172",68,0.52567736
"9173",68,0.4982236363
"9174",71,0.2380851345
"9175",61,0.1936593456
"9176",68,0.4086037918
"9177",4,0.2537950097
"9178",68,0.2187706848
"9179",23,0.2991311288
"9180",89,0.1943472803
"9181",5,0.5367336082
"9182",86,0.3395830388
"9183",79,0.2446666047
"9184",68,0.5634482362
"9185",90,0.420788439
"9186",86,0.2353470641
"9187",68,0.2956441578
"9188",41,0.1940128841
"9189",57,0.1929207311
"9190",24,0.3503063975
"9191",57,0.1929207311
"9192",57,0.1929207311
"9193",5,0.3027857394
"9194",57,0.1929207311
"9195",24,0.3973451674
"9196",62,0.5734260643
"9197",94,0.1881324785
"9198",98,0.2710946977
"9199",62,0.3788229368
"9200",70,0.4830851053
"9201",57,0.1929207311
"9202",57,0.1929207311
"9203",57,0.1929207311
"9204",9,0.4004663937
"9205",57,0.1929207311
"9206",40,0.1892580847
"9207",57,0.1929207311
"9208",9,0.5369387612
"9209",72,0.3155647245
"9210",62,0.3818377761
"9211",76,0.3234864878
"9212",67,0.2137005589
"9213",8,0.4274547111
"9214",76,0.4827692966
"9215",95,0.2268142879
"9216",55,0.2508362335
"9217",91,0.6652445348
"9218",75,0.2508682216
"9219",94,0.2570158884
"9220",8,0.4097551716
"9221",8,0.4557279186
"9222",94,0.365095756
"9223",73,0.1851023769
"9224",68,0.1764958287
"9225",34,0.1740153597
"9226",94,0.2960283824
"9227",79,0.2408437891
"9228",76,0.3652994845
"9229",66,0.123253234
"9230",75,0.343656092
"9231",99,0.1833146758
"9232",83,0.4195738388
"9233",94,0.2115956977
"9234",74,0.3794115654
"9235",75,0.7828687832
"9236",40,0.344712697
"9237",71,0.2362834132
"9238",75,0.3058219404
"9239",68,0.2475156648
"9240",55,0.3685867816
"9241",76,0.1601528406
"9242",75,0.6806617567
"9243",75,0.8407094766
"9244",75,0.6450140763
"9245",54,0.2667652363
"9246",55,0.2522908252
"9247",76,0.3618257777
"9248",75,0.3569645511
"9249",48,0.2054356587
"9250",72,0.2833181683
"9251",75,0.6720524651
"9252",33,0.517487608
"9253",94,0.3304535058
"9254",91,0.487339922
"9255",91,0.4792725421
"9256",91,0.7725786309
"9257",91,0.7863165015
"9258",91,0.7390216471
"9259",9,0.2120736212
"9260",42,0.2471045825
"9261",75,0.6851246341
"9262",75,0.3086499274
"9263",21,0.496100381
"9264",94,0.2699331015
"9265",15,0.2242702437
"9266",8,0.5342833669
"9267",75,0.2764564148
"9268",55,0.2171211093
"9269",75,0.2924103063
"9270",94,0.3468677653
"9271",76,0.4684598279
"9272",75,0.7788862653
"9273",91,0.7415232173
"9274",98,0.2777541741
"9275",69,0.3747429923
"9276",76,0.5352885536
"9277",75,0.2052816322
"9278",91,0.7015582683
"9279",94,0.6136428472
"9280",94,0.318823274
"9281",74,0.2396166135
"9282",55,0.521829805
"9283",76,0.4337647149
"9284",72,0.4301767563
"9285",33,0.1262292955
"9286",55,0.3269314902
"9287",57,0.1250918279
"9288",91,0.7569529562
"9289",40,0.1765969685
"9290",91,0.3225434386
"9291",62,0.2557411395
"9292",91,0.7305975607
"9293",76,0.3341770631
"9294",91,0.5419491858
"9295",91,0.774484295
"9296",94,0.5750144408
"9297",73,0.2794966235
"9298",43,0.3164586162
"9299",68,0.3008172288
"9300",91,0.8514977175
"9301",91,0.2440822834
"9302",80,0.232036359
"9303",57,0.3590630579
"9304",47,0.2222571988
"9305",94,0.3817209271
"9306",55,0.2957537326
"9307",8,0.2951658089
"9308",68,0.2040852097
"9309",72,0.2797799387
"9310",51,0.1872751233
"9311",72,0.3070058574
"9312",91,0.6845572448
"9313",76,0.1829851359
"9314",67,0.3483871484
"9315",14,0.2975651788
"9316",91,0.7015582683
"9317",55,0.8095067161
"9318",91,0.4566933548
"9319",68,0.1601232614
"9320",8,0.3342404152
"9321",91,0.608228968
"9322",81,0.1962988591
"9323",20,0.3557672274
"9324",20,0.2886408975
"9325",68,0.3240610116
"9326",8,0.2827815053
"9327",8,0.2879200522
"9328",75,0.3922480783
"9329",33,0.3474194836
"9330",76,0.3178467249
"9331",9,0.1869507964
"9332",74,0.4499096641
"9333",75,0.7304470188
"9334",94,0.4279964697
"9335",76,0.3195557631
"9336",75,0.30521556
"9337",91,0.7569529562
"9338",71,0.2559758223
"9339",73,0.1450844295
"9340",55,0.270439831
"9341",74,0.2186257386
"9342",91,0.8358850587
"9343",38,0.3479980739
"9344",55,0.3438568812
"9345",75,0.4879527525
"9346",14,0.4939299536
"9347",91,0.6652445348
"9348",8,0.3541137881
"9349",89,0.1944299519
"9350",48,0.1481608745
"9351",55,0.233331245
"9352",89,0.2318145438
"9353",75,0.5114348601
"9354",42,0.2154166524
"9355",72,0.3186727339
"9356",91,0.819099532
"9357",8,0.5350301292
"9358",91,0.3924415905
"9359",33,0.4440033679
"9360",55,0.1784835827
"9361",10,0.2395509239
"9362",33,0.3633006722
"9363",62,0.2858924334
"9364",8,0.2387887913
"9365",91,0.5950899302
"9366",75,0.6659064026
"9367",19,0.5808176133
"9368",58,0.3701588402
"9369",94,0.5496112232
"9370",51,0.0981835985
"9371",84,0.2462059758
"9372",75,0.1324209087
"9373",91,0.3732444866
"9374",91,0.7792490884
"9375",8,0.5080249123
"9376",75,0.6585371986
"9377",57,0.3590630579
"9378",71,0.2216073436
"9379",66,0.2464965519
"9380",89,0.2122710087
"9381",72,0.2250617952
"9382",69,0.4101412012
"9383",91,0.3588436296
"9384",75,0.3042129931
"9385",14,0.2581684752
"9386",32,0.3448684728
"9387",33,0.3997266087
"9388",75,0.3638707876
"9389",94,0.253953215
"9390",33,0.4692592231
"9391",100,0.1545825327
"9392",76,0.3090573896
"9393",24,0.196215547
"9394",55,0.2826713812
"9395",75,0.5979653738
"9396",68,0.4052854447
"9397",75,0.6133780367
"9398",75,0.5104639256
"9399",75,0.2575296172
"9400",91,0.8093497658
"9401",91,0.7569529562
"9402",61,0.2542949773
"9403",75,0.4138724791
"9404",21,0.2943235945
"9405",45,0.2893719558
"9406",76,0.3835505995
"9407",75,0.4822573757
"9408",91,0.7863165015
"9409",8,0.2557775969
"9410",33,0.5248089341
"9411",76,0.3896764125
"9412",94,0.6352518272
"9413",8,0.2527530619
"9414",69,0.253578109
"9415",75,0.819443853
"9416",48,0.2739793522
"9417",12,0.2461950629
"9418",75,0.2565760393
"9419",94,0.2782944333
"9420",33,0.3523594855
"9421",94,0.3669018158
"9422",68,0.2675662142
"9423",42,0.2324670334
"9424",68,0.1932692028
"9425",30,0.2327097654
"9426",94,0.182525925
"9427",94,0.5545738922
"9428",68,0.2140070488
"9429",55,0.2102464599
"9430",67,0.4651213475
"9431",61,0.2199080302
"9432",8,0.2436855836
"9433",68,0.2455285363
"9434",86,0.1932994184
"9435",8,0.2685965776
"9436",76,0.3489315927
"9437",55,0.2778946528
"9438",91,0.6799999754
"9439",57,0.3590630579
"9440",48,0.3534175144
"9441",76,0.2742949423
"9442",94,0.365653605
"9443",55,0.3198024515
"9444",51,0.3463015051
"9445",66,0.2057372416
"9446",33,0.3197462242
"9447",98,0.4796110215
"9448",61,0.1936593456
"9449",75,0.564302378
"9450",91,0.8073650432
"9451",4,0.1870058453
"9452",72,0.3662347108
"9453",91,0.8093497658
"9454",68,0.2440075083
"9455",38,0.2680214576
"9456",42,0.1655733504
"9457",91,0.7082878891
"9458",55,0.2903469708
"9459",86,0.1932994184
"9460",68,0.2638892476
"9461",91,0.6882449241
"9462",27,0.3549539483
"9463",33,0.3154799608
"9464",8,0.3838422177
"9465",94,0.4718587186
"9466",55,0.1944303632
"9467",94,0.3556192065
"9468",91,0.1807371475
"9469",75,0.40002058
"9470",8,0.2644925412
"9471",89,0.2849759941
"9472",74,0.2523040219
"9473",69,0.3491467758
"9474",67,0.3483871484
"9475",74,0.1813815385
"9476",75,0.6819625297
"9477",76,0.4871115289
"9478",33,0.5845093077
"9479",76,0.458704421
"9480",45,0.284481317
"9481",94,0.3307702352
"9482",99,0.1844971207
"9483",76,0.2812036609
"9484",42,0.3596513624
"9485",8,0.2940810352
"9486",76,0.3290448738
"9487",68,0.3118252264
"9488",76,0.2997816679
"9489",76,0.4006302268
"9490",57,0.1929207311
"9491",76,0.4352485471
"9492",55,0.1922016061
"9493",57,0.1929207311
"9494",66,0.2384356552
"9495",8,0.4883945845
"9496",45,0.1825426839
"9497",8,0.2177522586
"9498",94,0.5172159049
"9499",94,0.2830487286
"9500",75,0.4645801447
"9501",55,0.2706068889
"9502",91,0.7569529562
"9503",91,0.7415232173
"9504",72,0.3117892117
"9505",8,0.4449951957
"9506",75,0.4850317888
"9507",24,0.4242193917
"9508",39,0.1787556447
"9509",74,0.2562721671
"9510",75,0.4733481549
"9511",76,0.4257956175
"9512",57,0.1929207311
"9513",74,0.2666180358
"9514",57,0.4261463939
"9515",75,0.4917023521
"9516",75,0.2247211686
"9517",76,0.2485267494
"9518",76,0.1843366743
"9519",94,0.1451318122
"9520",43,0.3812226318
"9521",44,0.2271250883
"9522",91,0.75448675
"9523",42,0.1946052433
"9524",8,0.2120413807
"9525",8,0.2617948185
"9526",69,0.196385475
"9527",75,0.2534829536
"9528",48,0.233936056
"9529",76,0.5361134404
"9530",75,0.4390138919
"9531",76,0.3279922369
"9532",27,0.1865922164
"9533",94,0.2164059162
"9534",33,0.3254195126
"9535",72,0.2710050691
"9536",55,0.1964286534
"9537",76,0.2534480565
"9538",91,0.8279006161
"9539",18,0.2308104597
"9540",75,0.5874770331
"9541",8,0.6378134433
"9542",33,0.307308257
"9543",72,0.2603543513
"9544",98,0.210288415
"9545",75,0.5345464085
"9546",19,0.2416880807
"9547",76,0.2196966561
"9548",75,0.4825805112
"9549",33,0.3474194836
"9550",76,0.2627156322
"9551",75,0.4001517216
"9552",91,0.7863165015
"9553",75,0.4981962197
"9554",40,0.2203060978
"9555",91,0.6229376659
"9556",45,0.2373576488
"9557",91,0.7168204426
"9558",55,0.1581437931
"9559",48,0.4399650866
"9560",68,0.2010980209
"9561",75,0.4444395165
"9562",33,0.4201444474
"9563",76,0.7769162851
"9564",57,0.1929207311
"9565",98,0.4606782056
"9566",75,0.4242779106
"9567",21,0.1716289093
"9568",36,0.1861764526
"9569",94,0.4874844383
"9570",55,0.2877119573
"9571",94,0.268017234
"9572",61,0.4265735741
"9573",51,0.2290998183
"9574",55,0.5198699685
"9575",94,0.3550799203
"9576",33,0.3018038783
"9577",55,0.3202421372
"9578",75,0.5213314539
"9579",76,0.3235178364
"9580",8,0.1672579864
"9581",68,0.2187576492
"9582",74,0.2117195129
"9583",55,0.4725132573
"9584",76,0.3454122713
"9585",18,0.3363095205
"9586",14,0.3287944205
"9587",91,0.7082878891
"9588",15,0.3057587624
"9589",91,0.7725786309
"9590",8,0.4002260729
"9591",91,0.4894022993
"9592",75,0.2915356645
"9593",94,0.235043939
"9594",91,0.8093497658
"9595",72,0.5509716734
"9596",68,0.1663274541
"9597",94,0.2424325522
"9598",57,0.1929207311
"9599",57,0.1929207311
"9600",76,0.3268567087
"9601",33,0.3211204836
"9602",91,0.6652445348
"9603",76,0.3873722667
"9604",91,0.8358850587
"9605",55,0.271390181
"9606",54,0.1820455968
"9607",38,0.3284489592
"9608",94,0.4040916257
"9609",75,0.4541394138
"9610",94,0.4425453486
"9611",57,0.1929207311
"9612",75,0.8865298636
"9613",55,0.4503057331
"9614",55,0.4138313205
"9615",57,0.1929207311
"9616",55,0.3433148442
"9617",94,0.3243300529
"9618",74,0.3067524439
"9619",55,0.2767878414
"9620",71,0.4006739027
"9621",73,0.2883400875
"9622",91,0.7415232173
"9623",74,0.1978412797
"9624",15,0.3366844741
"9625",91,0.7168204426
"9626",91,0.6655022555
"9627",55,0.1451751199
"9628",89,0.4357399622
"9629",75,0.5298264975
"9630",68,0.3209980348
"9631",91,0.510179885
"9632",75,0.3026419347
"9633",75,0.4127061227
"9634",91,0.7101493835
"9635",91,0.8358850587
"9636",94,0.666919182
"9637",74,0.1781748249
"9638",8,0.2622469786
"9639",76,0.3717480073
"9640",69,0.2323710368
"9641",94,0.1603221318
"9642",54,0.5670680126
"9643",94,0.3861197633
"9644",75,0.2968525708
"9645",94,0.6603702455
"9646",55,0.4104884911
"9647",60,0.1932659899
"9648",55,0.3740646707
"9649",91,0.7792490884
"9650",44,0.2594331989
"9651",94,0.4558451754
"9652",76,0.2082237608
"9653",43,0.2129359175
"9654",91,0.7725786309
"9655",24,0.1838475293
"9656",75,0.2626023224
"9657",76,0.3184616443
"9658",72,0.1778025819
"9659",72,0.2234839126
"9660",75,0.4211322586
"9661",21,0.4639922683
"9662",91,0.7679599873
"9663",76,0.2591439104
"9664",74,0.206254677
"9665",94,0.3683989298
"9666",55,0.1917536703
"9667",68,0.1912628356
"9668",91,0.7390216471
"9669",48,0.3534175144
"9670",35,0.3317977568
"9671",75,0.5872622468
"9672",67,0.2969811529
"9673",15,0.2029852923
"9674",67,0.5115157183
"9675",55,0.2566689899
"9676",62,0.2667970631
"9677",74,0.2691844735
"9678",8,0.2533051389
"9679",68,0.2122017418
"9680",94,0.3215282904
"9681",76,0.2812036609
"9682",57,0.2153126495
"9683",75,0.2569399298
"9684",94,0.3942141094
"9685",91,0.6819460329
"9686",94,0.5075316271
"9687",33,0.3263864074
"9688",74,0.2052030882
"9689",91,0.619536892
"9690",91,0.2963589733
"9691",68,0.3582370822
"9692",71,0.4454684086
"9693",55,0.1414890686
"9694",75,0.356802725
"9695",76,0.2210852384
"9696",88,0.2239256791
"9697",89,0.1839847961
"9698",8,0.3881817066
"9699",61,0.1762668465
"9700",72,0.2861709398
"9701",76,0.3314758941
"9702",91,0.819099532
"9703",33,0.2855889409
"9704",58,0.3727797263
"9705",8,0.2386542415
"9706",71,0.4603613991
"9707",68,0.3956579841
"9708",61,0.4781349655
"9709",72,0.2326780672
"9710",75,0.820306278
"9711",55,0.136945149
"9712",94,0.4400507129
"9713",55,0.2652461034
"9714",75,0.3023033426
"9715",6,0.2864153168
"9716",55,0.3686544197
"9717",70,0.5319379105
"9718",70,0.5234464272
"9719",70,0.5848821698
"9720",13,0.4940134111
"9721",13,0.3291949376
"9722",36,0.3948796561
"9723",70,0.308421328
"9724",13,0.2822104804
"9725",70,0.3534411017
"9726",13,0.3110262779
"9727",9,0.5200688445
"9728",56,0.3377005631
"9729",100,0.4010468916
"9730",56,0.5676173606
"9731",100,0.3035681262
"9732",9,0.3771862266
"9733",70,0.5234464272
"9734",13,0.6916636133
"9735",9,0.2541038688
"9736",13,0.357230744
"9737",13,0.5079080137
"9738",13,0.3048548915
"9739",36,0.3298177624
"9740",13,0.4516560892
"9741",70,0.4341412445
"9742",70,0.4709379329
"9743",64,0.4804399317
"9744",100,0.4488555389
"9745",13,0.6139991889
"9746",100,0.329948544
"9747",13,0.3295649401
"9748",100,0.419053134
"9749",100,0.3742614891
"9750",54,0.4050415099
"9751",56,0.4231839427
"9752",73,0.3820490166
"9753",13,0.3383120526
"9754",98,0.3206694279
"9755",70,0.4419853353
"9756",13,0.4936669082
"9757",13,0.6840800367
"9758",100,0.3296459194
"9759",70,0.493149426
"9760",13,0.3864418037
"9761",100,0.3846616108
"9762",70,0.4449610701
"9763",64,0.3297388962
"9764",71,0.5070472589
"9765",72,0.2767923416
"9766",9,0.4540330358
"9767",22,0.4786688758
"9768",100,0.5184207163
"9769",100,0.6676381215
"9770",100,0.4014268286
"9771",13,0.3821450265
"9772",100,0.6394172594
"9773",9,0.3389434566
"9774",13,0.2973376961
"9775",70,0.3293850414
"9776",100,0.5341872987
"9777",70,0.4312928132
"9778",13,0.4487745596
"9779",70,0.720035371
"9780",100,0.2752354771
"9781",13,0.3172314275
"9782",13,0.5079080137
"9783",64,0.4620767777
"9784",73,0.219758645
"9785",100,0.2752354771
"9786",100,0.4798584755
"9787",70,0.3860114934
"9788",70,0.5976098418
"9789",56,0.431464001
"9790",56,0.4794358672
"9791",100,0.427469595
"9792",13,0.4189721547
"9793",54,0.4266124665
"9794",70,0.322366331
"9795",70,0.5674512746
"9796",100,0.4139225011
"9797",70,0.3613382852
"9798",13,0.3489672807
"9799",70,0.3206141497
"9800",13,0.560743026
"9801",70,0.282943003
"9802",13,0.287070939
"9803",100,0.4924313222
"9804",56,0.4568841658
"9805",23,0.3518146929
"9806",100,0.3620124436
"9807",100,0.2823056396
"9808",54,0.266843978
"9809",13,0.2547743534
"9810",13,0.7467986083
"9811",70,0.5785304979
"9812",70,0.2939860682
"9813",100,0.5319243537
"9814",70,0.2992296307
"9815",64,0.6402084202
"9816",64,0.4313589064
"9817",13,0.8454195606
"9818",100,0.4456138636
"9819",75,0.3643350486
"9820",100,0.2752354771
"9821",72,0.3141791637
"9822",70,0.4745292165
"9823",100,0.3397719403
"9824",70,0.4184392502
"9825",100,0.5131704993
"9826",100,0.4146785678
"9827",13,0.5547135727
"9828",100,0.5131704993
"9829",100,0.3025920106
"9830",9,0.4006855928
"9831",13,0.4243593987
"9832",56,0.2970341934
"9833",100,0.5341872987
"9834",13,0.2699601303
"9835",50,0.2374636079
"9836",62,0.2986556655
"9837",50,0.2660575206
"9838",24,0.2857785436
"9839",20,0.2537590795
"9840",20,0.3069567718
"9841",19,0.5049862838
"9842",69,0.3079901596
"9843",26,0.3876556476
"9844",57,0.1929207311
"9845",57,0.4686280502
"9846",39,0.3856054554
"9847",57,0.4686280502
"9848",76,0.1619017646
"9849",15,0.2463219702
"9850",57,0.4686280502
"9851",57,0.4686280502
"9852",57,0.4686280502
"9853",39,0.379985642
"9854",57,0.4686280502
"9855",39,0.4825824681
"9856",39,0.2412080669
"9857",61,0.2219297859
"9858",68,0.2188898554
"9859",57,0.4686280502
"9860",57,0.1929207311
"9861",57,0.4686280502
"9862",57,0.4686280502
"9863",57,0.1929207311
"9864",39,0.1708118282
"9865",57,0.4686280502
"9866",57,0.4686280502
"9867",39,0.4977324665
"9868",39,0.2613625618
"9869",57,0.4686280502
"9870",68,0.2188898554
"9871",39,0.6365204544
"9872",39,0.6202215451
"9873",57,0.4686280502
"9874",39,0.2711431183
"9875",57,0.1929207311
"9876",57,0.4686280502
"9877",57,0.1929207311
"9878",57,0.1929207311
"9879",57,0.4686280502
"9880",39,0.4076776102
"9881",81,0.1800536019
"9882",57,0.4686280502
"9883",57,0.4686280502
"9884",57,0.4686280502
"9885",39,0.6481536607
"9886",57,0.4686280502
"9887",39,0.5295088711
"9888",39,0.2352592929
"9889",57,0.4686280502
"9890",57,0.1929207311
"9891",57,0.1929207311
"9892",57,0.4686280502
"9893",57,0.4686280502
"9894",39,0.2018761757
"9895",39,0.2607682384
"9896",57,0.4686280502
"9897",57,0.1929207311
"9898",57,0.4686280502
"9899",57,0.4686280502
"9900",39,0.5035059163
"9901",57,0.4686280502
"9902",39,0.5898566386
"9903",57,0.1929207311
"9904",57,0.4686280502
"9905",57,0.4686280502
"9906",57,0.4686280502
"9907",57,0.1929207311
"9908",57,0.4686280502
"9909",39,0.3462157637
"9910",39,0.3093700583
"9911",39,0.3847557525
"9912",39,0.6152168112
"9913",57,0.4686280502
"9914",68,0.2899184445
"9915",21,0.2510532111
"9916",57,0.4686280502
"9917",57,0.1929207311
"9918",68,0.1836219491
"9919",39,0.4729866133
"9920",57,0.4686280502
"9921",39,0.3259086699
"9922",57,0.4686280502
"9923",39,0.4249877393
"9924",57,0.326969632
"9925",57,0.4686280502
"9926",39,0.5389373211
"9927",39,0.4343426354
"9928",57,0.1929207311
"9929",39,0.4766714657
"9930",68,0.1674862952
"9931",57,0.4686280502
"9932",39,0.6478964286
"9933",15,0.3729091012
"9934",57,0.4686280502
"9935",39,0.322188021
"9936",57,0.4686280502
"9937",57,0.1929207311
"9938",39,0.3218514749
"9939",57,0.1929207311
"9940",57,0.4686280502
"9941",57,0.4686280502
"9942",57,0.1929207311
"9943",39,0.6742878699
"9944",57,0.4686280502
"9945",57,0.4686280502
"9946",39,0.4601826723
"9947",39,0.4832425085
"9948",39,0.5629193846
"9949",39,0.2274194969
"9950",57,0.4686280502
"9951",75,0.3902834594
"9952",39,0.258862636
"9953",39,0.278830217
"9954",39,0.5742362639
"9955",68,0.1936976195
"9956",57,0.4686280502
"9957",39,0.3779683743
"9958",39,0.282099706
"9959",39,0.3081834925
"9960",57,0.1929207311
"9961",57,0.4686280502
"9962",57,0.4686280502
"9963",57,0.4686280502
"9964",57,0.4686280502
"9965",57,0.4686280502
"9966",57,0.4686280502
"9967",57,0.4686280502
"9968",57,0.4686280502
"9969",57,0.4686280502
"9970",57,0.1929207311
"9971",57,0.4686280502
"9972",57,0.4686280502
"9973",39,0.3609294659
"9974",39,0.3579994386
"9975",39,0.2492273046
"9976",39,0.4983663394
"9977",68,0.3711324231
"9978",39,0.4698841281
"9979",15,0.4021104054
"9980",57,0.4686280502
"9981",57,0.4686280502
"9982",88,0.3128455311
"9983",57,0.4686280502
"9984",88,0.3128455311
"9985",39,0.3322063375
"9986",39,0.3539627713
"9987",39,0.3466842421
"9988",57,0.1929207311
"9989",39,0.2141080145
"9990",57,0.4686280502
"9991",57,0.4686280502
"9992",57,0.4686280502
"9993",68,0.2241709426
"9994",57,0.4686280502
"9995",57,0.4686280502
"9996",39,0.4496068171
"9997",55,0.2092891433
"9998",57,0.4686280502
"9999",57,0.1929207311
"10000",57,0.4686280502
"10001",39,0.5014488736
"10002",57,0.4686280502
"10003",39,0.4178247128
"10004",39,0.4405722259
"10005",39,0.21009282
"10006",57,0.4686280502
"10007",57,0.4686280502
"10008",57,0.4686280502
"10009",39,0.3474090017
"10010",39,0.697807258
"10011",57,0.4686280502
"10012",57,0.4686280502
"10013",39,0.5298908115
"10014",39,0.2837816711
"10015",57,0.1929207311
"10016",57,0.4686280502
"10017",57,0.4686280502
"10018",39,0.3576634607
"10019",57,0.4686280502
"10020",57,0.4686280502
"10021",57,0.4686280502
"10022",57,0.1929207311
"10023",57,0.4686280502
"10024",39,0.2493755049
"10025",39,0.3003607063
"10026",57,0.4686280502
"10027",39,0.5326594546
"10028",57,0.4686280502
"10029",57,0.4686280502
"10030",39,0.4744918167
"10031",15,0.2522194131
"10032",39,0.6945305505
"10033",39,0.3038292142
"10034",57,0.1929207311
"10035",57,0.4686280502
"10036",57,0.4686280502
"10037",57,0.4686280502
"10038",39,0.2811058695
"10039",57,0.4686280502
"10040",57,0.4686280502
"10041",57,0.4686280502
"10042",57,0.1929207311
"10043",57,0.4686280502
"10044",57,0.4686280502
"10045",39,0.6324215872
"10046",39,0.3700790081
"10047",57,0.4686280502
"10048",57,0.4686280502
"10049",57,0.4686280502
"10050",39,0.2716496786
"10051",39,0.336923337
"10052",57,0.4686280502
"10053",57,0.4686280502
"10054",57,0.4686280502
"10055",39,0.3863549114
"10056",15,0.49863901
"10057",57,0.4686280502
"10058",57,0.4686280502
"10059",39,0.3695608203
"10060",57,0.4686280502
"10061",39,0.5784458009
"10062",57,0.1929207311
"10063",57,0.4686280502
"10064",39,0.4481156309
"10065",57,0.4686280502
"10066",57,0.1929207311
"10067",39,0.3392797299
"10068",39,0.3919405045
"10069",39,0.3167731383
"10070",39,0.4510467877
"10071",57,0.4686280502
"10072",57,0.4686280502
"10073",57,0.4686280502
"10074",39,0.3322275277
"10075",57,0.4686280502
"10076",57,0.4686280502
"10077",39,0.6419483316
"10078",39,0.4527425444
"10079",57,0.4686280502
"10080",39,0.5527529523
"10081",39,0.6209870289
"10082",39,0.3838234489
"10083",57,0.4686280502
"10084",57,0.4686280502
"10085",39,0.5695194826
"10086",57,0.4686280502
"10087",57,0.4686280502
"10088",57,0.4686280502
"10089",39,0.4266540554
"10090",57,0.4686280502
"10091",39,0.362541889
"10092",57,0.4686280502
"10093",39,0.2491462638
"10094",39,0.4523417536
"10095",39,0.3437871055
"10096",86,0.2474916497
"10097",57,0.4686280502
"10098",39,0.436381961
"10099",13,0.1848582194
"10100",39,0.5413006971
"10101",57,0.4686280502
"10102",57,0.372960152
"10103",57,0.4686280502
"10104",57,0.4686280502
"10105",39,0.2430990889
"10106",15,0.4071481219
"10107",57,0.1929207311
"10108",15,0.2902323967
"10109",76,0.248932859
"10110",15,0.517954644
"10111",15,0.2708462468
"10112",15,0.484467918
"10113",15,0.3311448116
"10114",3,0.4681050333
"10115",15,0.4429788172
"10116",15,0.3590851383
"10117",15,0.4689725435
"10118",13,0.2525127769
"10119",57,0.4193659458
"10120",100,0.2488690167
"10121",86,0.3253328328
"10122",9,0.3677677064
"10123",76,0.2193149863
"10124",13,0.2488293809
"10125",82,0.2371889983
"10126",15,0.3311448116
"10127",48,0.2937811708
"10128",15,0.319472825
"10129",13,0.252850321
"10130",55,0.3702774772
"10131",55,0.2540541895
"10132",39,0.3164194197
"10133",15,0.4895020119
"10134",96,0.2047632994
"10135",15,0.4968025114
"10136",82,0.2518805463
"10137",75,0.5049737491
"10138",55,0.2467489892
"10139",72,0.256264396
"10140",15,0.2816398355
"10141",15,0.352109754
"10142",48,0.1963063203
"10143",23,0.2226632252
"10144",55,0.3318985677
"10145",56,0.2679167777
"10146",55,0.3438013173
"10147",8,0.325950658
"10148",15,0.3876732889
"10149",57,0.1929207311
"10150",15,0.2586658134
"10151",15,0.6014032066
"10152",13,0.532796864
"10153",76,0.3365323999
"10154",86,0.1970912976
"10155",13,0.2144531384
"10156",13,0.2759681185
